;Région;agence_1;agence_2;Support;Solde;Solde confirmé ?;Date Solde
245;FTL;TMF MALATAVERNE;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-9;Non;2024-03-31
246;FTL;TMF MALATAVERNE;PRIMEVER PERPIGNAN 1;PAL EUROPE;720;Oui;2024-03-31
247;FTL;TMF MALATAVERNE;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;32;Oui;2024-01-31
248;FTL;TMF MALATAVERNE;PRIMEVER TROYES;PAL EUROPE;-21;Oui;2024-01-31
249;FTL;TMF MALATAVERNE;TMF BEZIERS;PAL EUROPE;0;Oui;2024-04-30
250;FTL;TMF MALATAVERNE;TMF ESTILLAC;PAL EUROPE;0;Oui;2023-10-31
251;FTL;TMF MALATAVERNE;TMF LE CRES;PAL EUROPE;0;Oui;2024-04-30
252;FTL;TMF MALATAVERNE;TMF ORMES;PAL EUROPE;0;Oui;2024-04-30
253;FTL;TMF MALATAVERNE;TMF PERPIGNAN;PAL EUROPE;0;Oui;2024-04-30
254;FTL;TMF MALATAVERNE;TMF PLAN D'ORGON;PAL EUROPE;0;Oui;2024-04-30
255;FTL;TMF MALATAVERNE;TMF TOURS;PAL EUROPE;0;Oui;2024-04-30
256;FTL;TMF ORMES;PRIMEVER IDF RUNGIS (GST);PAL DUSS;467;Non;2024-01-31
257;FTL;TMF ORMES;PRA FEILLENS;PAL EUROPE;-10;Non;2024-02-29
258;FTL;TMF ORMES;PRA LYON;PAL EUROPE;-1;Oui;2024-02-29
259;FTL;TMF ORMES;PRIMEVER ORLEANS;PAL EUROPE;-15;Oui;2024-02-29
260;FTL;TMF ORMES;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-938;Oui;2024-04-30
261;FTL;TMF ORMES;TMF BEZIERS;PAL EUROPE;0;Oui;2024-04-30
262;FTL;TMF ORMES;TMF ESTILLAC;PAL EUROPE;0;Oui;2024-01-31
263;FTL;TMF ORMES;TMF LE CRES;PAL EUROPE;-22;Non;2024-01-31
264;FTL;TMF ORMES;TMF MALATAVERNE;PAL EUROPE;-653;Non;2024-01-31
265;FTL;TMF ORMES;TMF PLAN D'ORGON;PAL EUROPE;0;Oui;2024-01-31
266;FTL;TMF ORMES;TMF TOURS;PAL EUROPE;0;Oui;2024-01-31
267;FTL;TMF PERPIGNAN;PRA LYON;PAL DUSS;0;Oui;2024-01-31
268;FTL;TMF PERPIGNAN;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Oui;2024-01-31
269;FTL;TMF PERPIGNAN;PLM PLAN D'ORGON;PAL EUROPE;165;Non;2023-07-31
270;FTL;TMF PERPIGNAN;PRA FEILLENS;PAL EUROPE;0;Oui;2024-01-31
271;FTL;TMF PERPIGNAN;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;6;Oui;2024-02-29
272;FTL;TMF PERPIGNAN;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2024-01-31
273;FTL;TMF PERPIGNAN;TMF BEZIERS;PAL EUROPE;0;Oui;2024-01-31
274;FTL;TMF PERPIGNAN;TMF ESTILLAC;PAL EUROPE;-33;Non;2024-01-31
275;FTL;TMF PERPIGNAN;TMF LE CRES;PAL EUROPE;-439;Non;2024-03-31
276;FTL;TMF PERPIGNAN;TMF MALATAVERNE;PAL EUROPE;837;Non;2024-03-31
277;FTL;TMF PERPIGNAN;TMF PLAN D'ORGON;PAL EUROPE;1173;Non;2024-01-31
278;FTL;TMF PLAN D'ORGON;FTL LE CRES;PAL EUROPE;379;Non;2024-03-31
279;FTL;TMF PLAN D'ORGON;PLM MONTPELLIER;PAL EUROPE;0;Oui;2023-05-31
280;FTL;TMF PLAN D'ORGON;PLM PLAN D'ORGON;PAL EUROPE;514;Oui;2024-03-31
281;FTL;TMF PLAN D'ORGON;PRA FEILLENS;PAL EUROPE;-164;Oui;2024-01-31
282;FTL;TMF PLAN D'ORGON;PRA LYON;PAL EUROPE;-1;Oui;2024-01-31
283;FTL;TMF PLAN D'ORGON;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-200;Non;2024-01-31
284;FTL;TMF PLAN D'ORGON;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-262;Non;2024-03-31
285;FTL;TMF PLAN D'ORGON;PTI AGEN;PAL EUROPE;28;Oui;2024-03-31
286;FTL;TMF PLAN D'ORGON;SATAR MOISSAC;PAL EUROPE;43;Oui;2024-02-29
287;FTL;TMF PLAN D'ORGON;SATAR SAMAZAN;PAL EUROPE;295;Non;2024-02-29
288;FTL;TMF PLAN D'ORGON;TMF BEZIERS;PAL EUROPE;0;Oui;2023-12-31
289;FTL;TMF PLAN D'ORGON;TMF ESTILLAC;PAL EUROPE;1160;Non;2024-02-29
290;FTL;TMF PLAN D'ORGON;TMF LE CRES;PAL EUROPE;-1486;Non;2024-02-29
291;FTL;TMF PLAN D'ORGON;TMF MALATAVERNE;PAL EUROPE;521;Non;2024-02-29
292;FTL;TMF PLAN D'ORGON;TMF ORMES;PAL EUROPE;0;Oui;2023-12-31
293;FTL;TMF PLAN D'ORGON;TMF PERPIGNAN;PAL EUROPE;-1902;Non;2024-02-29
294;FTL;TMF PLAN D'ORGON;TMF TOURS;PAL EUROPE;0;Oui;2023-12-31
295;FTL;TMF TOURS;GUIDEZ MONCHY LE PREUX;PAL EUROPE;0;Oui;2023-12-31
296;FTL;TMF TOURS;PATL ALLONNES;PAL EUROPE;0;Oui;2023-07-31
297;FTL;TMF TOURS;PATL REZE;PAL EUROPE;0;Oui;2024-01-31
298;FTL;TMF TOURS;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;0;Oui;2024-04-30
299;FTL;TMF TOURS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-01-31
300;FTL;TMF TOURS;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;0;Oui;2024-04-30
301;FTL;TMF TOURS;PRIMEVER TOULOUSE;PAL EUROPE;0;Oui;2024-01-31
302;FTL;TMF TOURS;PRIMEVER TOURS;PAL EUROPE;-34;Non;2024-01-31
303;FTL;TMF TOURS;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-05-30
304;FTL;TMF TOURS;SATAR BORDEAUX;PAL EUROPE;0;Oui;2023-12-31
305;FTL;TMF TOURS;SATAR SAMAZAN;PAL EUROPE;140;Non;2023-12-31
306;FTL;TMF TOURS;TMF BEZIERS;PAL EUROPE;0;Oui;2024-04-30
307;FTL;TMF TOURS;TMF LE CRES;PAL EUROPE;0;Oui;2023-12-31
308;FTL;TMF TOURS;TMF MALATAVERNE;PAL EUROPE;0;Oui;2024-04-30
309;FTL;TMF TOURS;TMF ORMES;PAL EUROPE;0;Oui;2023-12-31
310;FTL;TMF TOURS;TMF PERPIGNAN;PAL EUROPE;0;Oui;2024-04-30
311;FTL;TMF TOURS;TMF PLAN D'ORGON;PAL EUROPE;0;Oui;2023-12-31
312;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;ITD RUNGIS;PAL DUSS;0;Oui;2024-04-30
313;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Non;2023-05-31
314;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;SATAR AGEN LOGISTIQUE;PAL DUSS;50;Oui;2023-12-31
315;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-1;Non;2024-02-19
316;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;ITD RUNGIS;PAL EUROPE;0;Oui;2024-02-29
317;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PATL ALLONNES;PAL EUROPE;0;Oui;2022-12-31
318;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
319;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;58;Non;2024-02-19
320;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;0;Oui;2022-12-31
321;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2024-03-13
322;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;1;Oui;2023-12-31
323;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;PRIMEVER TOURS;PAL EUROPE;0;Oui;2022-12-31
324;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;SATAR MOISSAC;PAL EUROPE;-2;Oui;2023-12-31
325;ILE DE FRANCE;PRIMEVER IDF LOGISTIQUE RUNGIS;SATAR SAMAZAN;PAL EUROPE;0;Oui;2024-04-30
326;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);GUIDEZ MONCHY LE PREUX;PAL DUSS;333;Non;2023-12-31
327;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);ITD RUNGIS;PAL DUSS;346;Non;2023-05-31
328;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PATL ALLONNES;PAL DUSS;0;Oui;2023-05-31
329;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PATL REZE;PAL DUSS;0;Oui;2023-12-31
330;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRA LYON;PAL DUSS;-188;Non;2023-08-31
331;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER IDF LOGISTIQUE RUNGIS;PAL DUSS;0;Non;2023-05-31
332;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER ORLEANS;PAL DUSS;0;Non;2023-11-30
333;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER PROVENCE CHATEAURENARD;PAL DUSS;0;Oui;2023-12-31
334;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TOULOUSE;PAL DUSS;-8;Non;2023-06-30
335;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TOURS;PAL DUSS;0;Non;2023-06-30
336;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TROYES;PAL DUSS;0;Non;2023-12-31
337;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL DUSS;-16;Non;2023-11-30
338;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR AGEN LOGISTIQUE;PAL DUSS;1950;Non;2023-08-31
339;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR SAMAZAN;PAL DUSS;71;Non;2023-08-31
340;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TESSIER PONT SAINT MARTIN;PAL DUSS;0;Oui;2023-05-31
341;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);;PAL EUROPE;-1;Non;2023-07-31
342;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);;PAL EUROPE;2;Non;2023-08-31
343;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);;PAL EUROPE;0;Oui;2023-10-31
344;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);GUIDEZ LOG MONCHY ;PAL EUROPE;-2;Non;2023-12-31
345;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);GUIDEZ MONCHY LE PREUX;PAL EUROPE;2092;Non;2023-12-31
346;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);ITD RUNGIS;PAL EUROPE;1881;Non;2023-08-31
347;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PATL ALLONNES;PAL EUROPE;216;Non;2023-10-31
348;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PATL REZE;PAL EUROPE;-455;Non;2023-08-31
349;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PLM PLAN D'ORGON;PAL EUROPE;-21;Non;2023-10-31
350;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRA FEILLENS;PAL EUROPE;163;Non;2023-12-31
351;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRA LYON;PAL EUROPE;-530;Non;2023-08-31
352;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER EUROPE AGEN;PAL EUROPE;-99;Non;2023-10-31
353;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2023-03-31
354;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-23;Non;2023-08-31
355;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;1396;Non;2023-09-26
356;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;3691;Non;2023-08-31
357;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER ORLEANS;PAL EUROPE;1315;Non;2023-12-31
358;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Non;2022-12-31
359;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER PERPIGNAN 5;PAL EUROPE;70;Non;2023-11-09
360;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;782;Non;2023-08-31
361;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER SERVICES RUNGIS;PAL EUROPE;0;Oui;2023-03-31
362;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TOULOUSE;PAL EUROPE;-775;Non;2023-08-31
363;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TOURS;PAL EUROPE;4;Non;2023-10-31
364;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER TROYES;PAL EUROPE;1370;Non;2023-12-31
365;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;115;Non;2023-10-31
366;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PTI AGEN;PAL EUROPE;307;Non;2023-10-31
367;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PTR PERPIGNAN;PAL EUROPE;0;Oui;2023-10-31
368;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);PTSO MOISSAC;PAL EUROPE;102;Non;2023-10-31
369;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR AGEN LOGISTIQUE;PAL EUROPE;4072;Non;2023-10-31
370;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR AGEN PRIMEUR;PAL EUROPE;13;Non;2023-10-31
371;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR BORDEAUX;PAL EUROPE;-86;Non;2023-08-31
372;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR MOISSAC;PAL EUROPE;580;Non;2023-12-31
373;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SATAR SAMAZAN;PAL EUROPE;468;Non;2023-08-31
374;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;45;Non;2023-10-31
375;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TESSIER PONT SAINT MARTIN;PAL EUROPE;213;Non;2023-08-31
376;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TMF BEZIERS;PAL EUROPE;3;Non;2023-08-31
377;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TMF MALATAVERNE;PAL EUROPE;-19;Non;2023-08-31
378;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TMF ORMES;PAL EUROPE;500;Non;2023-10-31
379;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TMF PERPIGNAN;PAL EUROPE;-12;Oui;2024-02-29
380;ILE DE FRANCE;PRIMEVER IDF RUNGIS (GST);TMF PLAN D'ORGON;PAL EUROPE;145;Non;2023-10-31
381;ILE DE FRANCE;PRIMEVER ORLEANS;PRIMEVER IDF RUNGIS (GST);PAL DUSS;-1;Non;2023-12-31
382;ILE DE FRANCE;PRIMEVER ORLEANS;GUIDEZ MONCHY LE PREUX;PAL EUROPE;252;Non;2023-12-31
383;ILE DE FRANCE;PRIMEVER ORLEANS;ITD RUNGIS;PAL EUROPE;0;Oui;2023-12-31
384;ILE DE FRANCE;PRIMEVER ORLEANS;PATL ALLONNES;PAL EUROPE;1;Non;2023-10-31
385;ILE DE FRANCE;PRIMEVER ORLEANS;PATL REZE;PAL EUROPE;15;Non;2022-12-31
386;ILE DE FRANCE;PRIMEVER ORLEANS;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-1718;Non;2023-12-31
387;ILE DE FRANCE;PRIMEVER ORLEANS;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;345;Non;2022-12-31
388;ILE DE FRANCE;PRIMEVER ORLEANS;PRIMEVER TOURS;PAL EUROPE;45;Non;2023-10-31
389;ILE DE FRANCE;PRIMEVER ORLEANS;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2022-12-31
390;ILE DE FRANCE;PRIMEVER TROYES;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Non;2023-12-31
391;ILE DE FRANCE;PRIMEVER TROYES;ITD RUNGIS;PAL EUROPE;0;Oui;2023-11-30
392;ILE DE FRANCE;PRIMEVER TROYES;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
393;ILE DE FRANCE;PRIMEVER TROYES;PRA FEILLENS;PAL EUROPE;141;Non;2023-12-31
394;ILE DE FRANCE;PRIMEVER TROYES;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-2257;Non;2023-12-31
395;ILE DE FRANCE;PRIMEVER TROYES;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;18;Non;2023-03-31
396;ILE DE FRANCE;PRIMEVER TROYES;PTSO MOISSAC;PAL EUROPE;122;Non;2022-12-31
397;INTERNATIONAL;PRIMEVER INTERNATIONAL AGEN;GUIDEZ MONCHY LE PREUX;PAL EUROPE;0;Oui;2023-12-31
398;NORD;GUIDEZ LOG MONCHY ;GUIDEZ MONCHY LE PREUX;PAL DUSS;0;Oui;2023-12-31
399;NORD;GUIDEZ LOG MONCHY ;SATAR AGEN LOGISTIQUE;PAL DUSS;0;Oui;2023-12-31
400;NORD;GUIDEZ LOG MONCHY ;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-85;Non;2023-12-31
401;NORD;GUIDEZ LOG MONCHY ;PATL ALLONNES;PAL EUROPE;0;Oui;2023-12-31
402;NORD;GUIDEZ LOG MONCHY ;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;2;Non;2023-12-31
403;NORD;GUIDEZ LOG MONCHY ;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;0;Oui;2023-12-31
404;NORD;GUIDEZ LOG MONCHY ;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;0;Oui;2023-12-31
405;NORD;GUIDEZ LOG MONCHY ;SATAR AGEN LOGISTIQUE;PAL EUROPE;0;Oui;2023-12-31
406;NORD;GUIDEZ LOG MONCHY ;SATAR SAMAZAN;PAL EUROPE;0;Oui;2023-12-31
407;NORD;GUIDEZ MONCHY LE PREUX;;PAL DUSS;0;Oui;2024-04-30
408;NORD;GUIDEZ MONCHY LE PREUX;GUIDEZ LOG MONCHY ;PAL DUSS;0;Oui;2023-06-30
409;NORD;GUIDEZ MONCHY LE PREUX;PATL ALLONNES;PAL DUSS;0;Oui;2023-09-30
410;NORD;GUIDEZ MONCHY LE PREUX;PATL REZE;PAL DUSS;0;Oui;2024-02-29
411;NORD;GUIDEZ MONCHY LE PREUX;PRA LYON;PAL DUSS;0;Oui;2023-08-31
412;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL DUSS;0;Oui;2023-07-31
413;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER IDF RUNGIS (GST);PAL DUSS;-388;Oui;2024-03-30
414;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER LIMOUSIN DONZENAC;PAL DUSS;0;Oui;2023-05-31
415;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-04-30
416;NORD;GUIDEZ MONCHY LE PREUX;PTI AGEN;PAL DUSS;0;Oui;2024-02-29
417;NORD;GUIDEZ MONCHY LE PREUX;SATAR AGEN LOGISTIQUE;PAL DUSS;559;Non;2024-02-29
418;NORD;GUIDEZ MONCHY LE PREUX;SATAR SAMAZAN;PAL DUSS;0;Non;2024-03-30
419;NORD;GUIDEZ MONCHY LE PREUX;SERRES ET PILAIRE CHÂTEAURENARD;PAL DUSS;0;Oui;2023-10-31
420;NORD;GUIDEZ MONCHY LE PREUX;;PAL EUROPE;1303;Non;2024-03-31
421;NORD;GUIDEZ MONCHY LE PREUX;GUIDEZ LOG MONCHY ;PAL EUROPE;-192;Oui;2024-04-30
422;NORD;GUIDEZ MONCHY LE PREUX;PATL ALLONNES;PAL EUROPE;-489;Non;2024-03-30
423;NORD;GUIDEZ MONCHY LE PREUX;PATL REZE;PAL EUROPE;-256;Non;2023-12-31
424;NORD;GUIDEZ MONCHY LE PREUX;PLM PLAN D'ORGON;PAL EUROPE;-125;Oui;2024-04-30
425;NORD;GUIDEZ MONCHY LE PREUX;PRA FEILLENS;PAL EUROPE;-15;Non;2024-03-30
426;NORD;GUIDEZ MONCHY LE PREUX;PRA LYON;PAL EUROPE;2069;Oui;2024-04-30
427;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER EUROPE AGEN;PAL EUROPE;36;Non;2024-03-30
428;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;121;Non;2024-02-29
429;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-114;Non;2024-03-30
430;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-2608;Non;2024-03-30
431;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER INTERNATIONAL AGEN;PAL EUROPE;0;Oui;2023-09-30
432;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;240;Oui;2024-04-30
433;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;404;Oui;2024-04-30
434;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER ORLEANS;PAL EUROPE;-555;Non;2024-03-31
435;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Oui;2023-12-31
436;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER PERPIGNAN 5;PAL EUROPE;-196;Non;2024-03-31
437;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-11;Oui;2024-04-30
438;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER TOULOUSE;PAL EUROPE;-17;Non;2024-03-30
439;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER TOURS;PAL EUROPE;-7;Oui;2024-03-30
440;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER TROYES;PAL EUROPE;-167;Non;2024-03-30
441;NORD;GUIDEZ MONCHY LE PREUX;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;388;Non;2024-03-30
442;NORD;GUIDEZ MONCHY LE PREUX;PTI AGEN;PAL EUROPE;68;Non;2023-12-31
443;NORD;GUIDEZ MONCHY LE PREUX;PTSO MOISSAC;PAL EUROPE;-45;Non;2023-09-30
444;NORD;GUIDEZ MONCHY LE PREUX;SATAR AGEN LOGISTIQUE;PAL EUROPE;1640;Non;2024-02-29
445;NORD;GUIDEZ MONCHY LE PREUX;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2023-12-31
446;NORD;GUIDEZ MONCHY LE PREUX;SATAR BORDEAUX;PAL EUROPE;-15;Non;2023-12-31
447;NORD;GUIDEZ MONCHY LE PREUX;SATAR MOISSAC;PAL EUROPE;-267;Non;2024-02-29
448;NORD;GUIDEZ MONCHY LE PREUX;SATAR SAMAZAN;PAL EUROPE;-325;Non;2024-01-31
449;NORD;GUIDEZ MONCHY LE PREUX;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;501;Oui;2024-04-30
450;NORD;GUIDEZ MONCHY LE PREUX;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
451;NORD;GUIDEZ MONCHY LE PREUX;TMF BEZIERS;PAL EUROPE;0;Oui;2023-10-31
452;NORD;GUIDEZ MONCHY LE PREUX;TMF TOURS;PAL EUROPE;0;Oui;2023-10-31
453;PROVENCE;PLM MONTPELLIER;PLM NICE;PAL DUSS;0;Oui;2022-12-31
454;PROVENCE;PLM MONTPELLIER;;PAL EUROPE;0;Oui;2022-12-31
455;PROVENCE;PLM MONTPELLIER;FTL LE CRES;PAL EUROPE;-357;Oui;2024-04-30
456;PROVENCE;PLM MONTPELLIER;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
457;PROVENCE;PLM MONTPELLIER;PLM NICE;PAL EUROPE;0;Oui;2023-06-30
458;PROVENCE;PLM MONTPELLIER;PLM PLAN D'ORGON;PAL EUROPE;0;Oui;2024-04-30
459;PROVENCE;PLM MONTPELLIER;PRA LYON;PAL EUROPE;0;Oui;2022-12-31
460;PROVENCE;PLM MONTPELLIER;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
461;PROVENCE;PLM MONTPELLIER;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;0;Oui;2022-12-31
462;PROVENCE;PLM MONTPELLIER;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;0;Oui;2023-10-31
463;PROVENCE;PLM MONTPELLIER;PRIMEVER PERPIGNAN 1;PAL EUROPE;48;Non;2024-02-29
464;PROVENCE;PLM MONTPELLIER;PRIMEVER PERPIGNAN 2;PAL EUROPE;0;Oui;2022-12-31
465;PROVENCE;PLM MONTPELLIER;PRIMEVER PERPIGNAN 5;PAL EUROPE;0;Oui;2023-10-31
466;PROVENCE;PLM MONTPELLIER;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-525;Oui;2024-04-30
467;PROVENCE;PLM MONTPELLIER;PRIMEVER TOULOUSE;PAL EUROPE;0;Oui;2022-12-31
468;PROVENCE;PLM MONTPELLIER;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;96;Oui;2024-01-31
469;PROVENCE;PLM MONTPELLIER;PTI AGEN;PAL EUROPE;0;Oui;2024-01-31
470;PROVENCE;PLM MONTPELLIER;PTSO MOISSAC;PAL EUROPE;0;Oui;2022-12-31
471;PROVENCE;PLM MONTPELLIER;SATAR AGEN SIEGE;PAL EUROPE;0;Oui;2023-06-30
472;PROVENCE;PLM MONTPELLIER;SATAR MOISSAC;PAL EUROPE;3;Non;2024-03-31
