;Région;agence_1;agence_2;Support;Solde;Solde confirmé ?;Date Solde
0;ATLANTIQUE;PATL ALLONNES;GUIDEZ MONCHY LE PREUX;PAL DUSS;0;Oui;2023-09-02
1;ATLANTIQUE;PATL ALLONNES;PATL REZE;PAL DUSS;0;Oui;2023-10-29
2;ATLANTIQUE;PATL ALLONNES;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Oui;2023-08-31
3;ATLANTIQUE;PATL ALLONNES;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-09-02
4;ATLANTIQUE;PATL ALLONNES;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2022-12-31
5;ATLANTIQUE;PATL ALLONNES;SATAR AGEN LOGISTIQUE;PAL DUSS;0;Oui;2023-10-29
6;ATLANTIQUE;PATL ALLONNES;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2023-08-31
7;ATLANTIQUE;PATL ALLONNES;GUIDEZ MONCHY LE PREUX;PAL EUROPE;484;Non;2024-03-31
8;ATLANTIQUE;PATL ALLONNES;PATL REZE;PAL EUROPE;114;Non;2023-11-30
9;ATLANTIQUE;PATL ALLONNES;PLM PLAN D'ORGON;PAL EUROPE;-10;Non;2023-03-31
10;ATLANTIQUE;PATL ALLONNES;PRA FEILLENS;PAL EUROPE;-4;Oui;2023-09-30
11;ATLANTIQUE;PATL ALLONNES;PRA LYON;PAL EUROPE;5;Non;2023-09-30
12;ATLANTIQUE;PATL ALLONNES;PRIMAVER (ATD);PAL EUROPE;-95;Non;2023-04-30
13;ATLANTIQUE;PATL ALLONNES;PRIMAVER PERPIGNAN;PAL EUROPE;-28;Oui;2023-04-30
14;ATLANTIQUE;PATL ALLONNES;PRIMEVER EUROPE AGEN;PAL EUROPE;377;Non;2023-10-12
15;ATLANTIQUE;PATL ALLONNES;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2022-12-31
16;ATLANTIQUE;PATL ALLONNES;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-4;Non;2023-08-31
17;ATLANTIQUE;PATL ALLONNES;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-201;Non;2023-11-30
18;ATLANTIQUE;PATL ALLONNES;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;45;Non;2023-10-31
19;ATLANTIQUE;PATL ALLONNES;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;1514;Non;2023-11-30
20;ATLANTIQUE;PATL ALLONNES;PRIMEVER ORLEANS;PAL EUROPE;-1;Non;2023-11-30
21;ATLANTIQUE;PATL ALLONNES;PRIMEVER PERPIGNAN 1;PAL EUROPE;-389;Non;2023-11-30
22;ATLANTIQUE;PATL ALLONNES;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-594;Non;2023-11-30
23;ATLANTIQUE;PATL ALLONNES;PRIMEVER TOULOUSE;PAL EUROPE;-72;Non;2023-11-30
24;ATLANTIQUE;PATL ALLONNES;PRIMEVER TOURS;PAL EUROPE;299;Non;2023-10-31
25;ATLANTIQUE;PATL ALLONNES;PRIMEVER TROYES;PAL EUROPE;0;Non;2023-06-30
26;ATLANTIQUE;PATL ALLONNES;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;3;Oui;2023-08-31
27;ATLANTIQUE;PATL ALLONNES;PTI AGEN;PAL EUROPE;-11;Non;2023-08-31
28;ATLANTIQUE;PATL ALLONNES;PTSO MOISSAC;PAL EUROPE;0;Oui;2023-04-30
29;ATLANTIQUE;PATL ALLONNES;SATAR AGEN LOGISTIQUE;PAL EUROPE;626;Non;2023-10-31
30;ATLANTIQUE;PATL ALLONNES;SATAR AGEN PRIMEUR;PAL EUROPE;-64;Non;2023-10-31
31;ATLANTIQUE;PATL ALLONNES;SATAR BORDEAUX;PAL EUROPE;-259;Non;2023-10-31
32;ATLANTIQUE;PATL ALLONNES;SATAR MOISSAC;PAL EUROPE;-8;Non;2023-09-30
33;ATLANTIQUE;PATL ALLONNES;SATAR SAMAZAN;PAL EUROPE;-676;Non;2023-11-30
34;ATLANTIQUE;PATL ALLONNES;TESSIER PONT SAINT MARTIN;PAL EUROPE;-1;Non;2023-11-30
35;ATLANTIQUE;PATL ALLONNES;TMF BEZIERS;PAL EUROPE;-64;Oui;2023-10-31
36;ATLANTIQUE;PATL ALLONNES;TMF ESTILLAC;PAL EUROPE;1;Oui;2023-10-24
37;ATLANTIQUE;PATL ALLONNES;TMF TOURS;PAL EUROPE;-34;Oui;2023-06-30
38;ATLANTIQUE;PATL REZE;PATL ALLONNES;PAL DUSS;0;Oui;2023-11-30
39;ATLANTIQUE;PATL REZE;PRIMEVER NORMANDIE ST AMAND;PAL DUSS;0;Oui;2023-12-31
40;ATLANTIQUE;PATL REZE;PRIMEVER PERPIGNAN 1;PAL DUSS;0;Oui;2022-12-31
41;ATLANTIQUE;PATL REZE;SATAR MOISSAC;PAL DUSS;0;Oui;2022-12-31
42;ATLANTIQUE;PATL REZE;;PAL EUROPE;0;Oui;2022-12-31
43;ATLANTIQUE;PATL REZE;GUIDEZ LOG MONCHY ;PAL EUROPE;0;Oui;2022-12-31
44;ATLANTIQUE;PATL REZE;GUIDEZ MONCHY LE PREUX;PAL EUROPE;345;Non;2023-12-31
45;ATLANTIQUE;PATL REZE;PATL ALLONNES;PAL EUROPE;-111;Non;2023-11-30
46;ATLANTIQUE;PATL REZE;PLM MONTPELLIER;PAL EUROPE;0;Oui;2022-12-31
47;ATLANTIQUE;PATL REZE;PLM PLAN D'ORGON;PAL EUROPE;-14;Oui;2023-09-30
48;ATLANTIQUE;PATL REZE;PRA LYON;PAL EUROPE;11;Non;2023-12-31
49;ATLANTIQUE;PATL REZE;PRIMAVER (ATD);PAL EUROPE;0;Oui;2022-12-31
50;ATLANTIQUE;PATL REZE;PRIMAVER PERPIGNAN;PAL EUROPE;0;Oui;2022-12-31
51;ATLANTIQUE;PATL REZE;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2023-12-31
52;ATLANTIQUE;PATL REZE;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-20;Non;2023-06-30
53;ATLANTIQUE;PATL REZE;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;-4206;Non;2023-06-30
54;ATLANTIQUE;PATL REZE;PRIMEVER ORLEANS;PAL EUROPE;-15;Non;2022-12-31
55;ATLANTIQUE;PATL REZE;PRIMEVER PERPIGNAN 1;PAL EUROPE;3;Non;2023-11-30
56;ATLANTIQUE;PATL REZE;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;64;Non;2024-02-29
57;ATLANTIQUE;PATL REZE;PRIMEVER TOULOUSE;PAL EUROPE;2;Non;2022-12-31
58;ATLANTIQUE;PATL REZE;PRIMEVER TOURS;PAL EUROPE;187;Non;2023-01-01
59;ATLANTIQUE;PATL REZE;PRIMEVER TROYES;PAL EUROPE;0;Oui;2022-12-31
60;ATLANTIQUE;PATL REZE;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;2;Oui;2023-11-30
61;ATLANTIQUE;PATL REZE;PTI AGEN;PAL EUROPE;12;Oui;2023-12-31
62;ATLANTIQUE;PATL REZE;SATAR BORDEAUX;PAL EUROPE;-66;Non;2023-12-31
63;ATLANTIQUE;PATL REZE;SATAR MOISSAC;PAL EUROPE;-264;Non;2023-12-31
64;ATLANTIQUE;PATL REZE;SATAR SAMAZAN;PAL EUROPE;-151;Non;2024-03-31
65;ATLANTIQUE;PATL REZE;TESSIER PONT SAINT MARTIN;PAL EUROPE;-218;Non;2023-12-31
66;ATLANTIQUE;PATL REZE;TMF BEZIERS;PAL EUROPE;32;Oui;2023-12-31
67;ATLANTIQUE;PATL REZE;TMF ESTILLAC;PAL EUROPE;1;Oui;2023-12-31
68;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;GUIDEZ MONCHY LE PREUX;PAL DUSS;0;Oui;2023-05-31
69;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL ALLONNES;PAL DUSS;0;Oui;2023-11-30
70;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL REZE;PAL DUSS;0;Oui;2023-11-30
71;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER PROVENCE CHATEAURENARD;PAL DUSS;0;Oui;2023-11-30
72;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-404;Oui;2024-04-30
73;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL ALLONNES;PAL EUROPE;-1497;Non;2023-11-30
74;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PATL REZE;PAL EUROPE;4248;Non;2023-01-31
75;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PLM PLAN D'ORGON;PAL EUROPE;-26;Oui;2024-04-30
76;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRA FEILLENS;PAL EUROPE;-68;Oui;2024-04-30
77;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRA LYON;PAL EUROPE;-63;Oui;2024-04-30
78;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2024-02-29
79;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2024-04-30
80;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-3909;Non;2022-12-31
81;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER PERPIGNAN 1;PAL EUROPE;-6;Oui;2024-03-31
82;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;22;Oui;2023-12-07
83;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER TOURS;PAL EUROPE;0;Oui;2024-02-29
84;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;PRIMEVER TROYES;PAL EUROPE;-117;Non;2024-02-29
85;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;SATAR AGEN LOGISTIQUE;PAL EUROPE;0;Oui;2023-11-30
86;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;SATAR AGEN PRIMEUR;PAL EUROPE;-201;Non;2023-11-30
87;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;SATAR BORDEAUX;PAL EUROPE;-285;Non;2023-11-30
88;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;SATAR SAMAZAN;PAL EUROPE;-51;Non;2024-02-29
89;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;TESSIER PONT SAINT MARTIN;PAL EUROPE;-28;Oui;2024-03-31
90;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;TMF BEZIERS;PAL EUROPE;13;Oui;2024-03-31
91;ATLANTIQUE;PRIMEVER NORMANDIE ST AMAND;TMF TOURS;PAL EUROPE;0;Oui;2024-02-29
92;ATLANTIQUE;PRIMEVER TOURS;GUIDEZ MONCHY LE PREUX;PAL EUROPE;18;Non;2023-09-30
93;ATLANTIQUE;PRIMEVER TOURS;PATL ALLONNES;PAL EUROPE;-261;Non;2022-12-31
94;ATLANTIQUE;PRIMEVER TOURS;PATL REZE;PAL EUROPE;-136;Non;2022-12-31
95;ATLANTIQUE;PRIMEVER TOURS;PRA FEILLENS;PAL EUROPE;0;Oui;2022-12-31
96;ATLANTIQUE;PRIMEVER TOURS;PRA LYON;PAL EUROPE;-41;Non;2022-12-31
97;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;0;Oui;2022-12-31
98;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;5;Non;2022-12-31
99;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Non;2022-12-31
100;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER ORLEANS;PAL EUROPE;-403;Non;2022-12-31
101;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Oui;2022-12-31
102;ATLANTIQUE;PRIMEVER TOURS;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;245;Non;2023-07-31
103;ATLANTIQUE;PRIMEVER TOURS;SATAR SAMAZAN;PAL EUROPE;-575;Non;2022-12-31
104;ATLANTIQUE;PRIMEVER TOURS;TESSIER PONT SAINT MARTIN;PAL EUROPE;-2680;Non;2023-02-28
105;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PATL ALLONNES;PAL EUROPE;0;Oui;2024-04-30
106;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PATL REZE;PAL EUROPE;203;Oui;2024-04-30
107;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-2;Oui;2024-02-29
108;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-205;Oui;2024-04-30
109;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;28;Oui;2024-02-29
110;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER TOULOUSE;PAL EUROPE;0;Oui;2024-02-29
111;ATLANTIQUE;TESSIER PONT SAINT MARTIN;PRIMEVER TOURS;PAL EUROPE;1138;Oui;2024-04-30
112;ATLANTIQUE;TESSIER PONT SAINT MARTIN;SATAR AGEN PRIMEUR;PAL EUROPE;0;Oui;2024-02-29
113;EUROPE;PRIMAVER (ATD);PATL ALLONNES;PAL EUROPE;77;Non;2023-12-31
114;EUROPE;PRIMAVER (ATD);PATL REZE;PAL EUROPE;0;Oui;2022-12-31
115;EUROPE;PRIMAVER (ATD);PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;0;Oui;2023-12-31
116;EUROPE;PRIMAVER (ATD);PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;0;Oui;2022-12-31
117;EUROPE;PRIMAVER (ATD);SATAR BORDEAUX;PAL EUROPE;0;Oui;2023-12-31
118;EUROPE;PRIMAVER PERPIGNAN;PATL ALLONNES;PAL EUROPE;0;Oui;2023-12-31
119;EUROPE;PRIMAVER PERPIGNAN;PATL REZE;PAL EUROPE;0;Oui;2022-12-31
120;EUROPE;PRIMAVER PERPIGNAN;PLM MONTPELLIER;PAL EUROPE;0;Oui;2022-12-31
121;EUROPE;PRIMAVER PERPIGNAN;PRIMEVER PERPIGNAN 1;PAL EUROPE;-2;Non;2023-12-31
122;EUROPE;PRIMAVER PERPIGNAN;PTSO MOISSAC;PAL EUROPE;0;Oui;2022-12-31
123;EUROPE;PRIMAVER PERPIGNAN;SATAR BORDEAUX;PAL EUROPE;-34;Non;2023-12-31
124;EUROPE;PRIMAVER PERPIGNAN;SATAR MOISSAC;PAL EUROPE;0;Oui;2023-12-31
125;EUROPE;PRIMAVER PERPIGNAN;SATAR SAMAZAN;PAL EUROPE;-3878;Non;2023-12-31
126;EUROPE;PRIMEVER EUROPE AGEN;PRA FEILLENS;PAL DUSS;0;Oui;2023-12-31
127;EUROPE;PRIMEVER EUROPE AGEN;SATAR SAMAZAN;PAL DUSS;0;Oui;2024-02-29
128;EUROPE;PRIMEVER EUROPE AGEN;;PAL EUROPE;9;Non;2024-03-31
129;EUROPE;PRIMEVER EUROPE AGEN;GUIDEZ MONCHY LE PREUX;PAL EUROPE;791;Non;2024-03-31
130;EUROPE;PRIMEVER EUROPE AGEN;PATL ALLONNES;PAL EUROPE;-379;Non;2024-03-31
131;EUROPE;PRIMEVER EUROPE AGEN;PATL REZE;PAL EUROPE;-9;Non;2024-02-29
132;EUROPE;PRIMEVER EUROPE AGEN;PLM PLAN D'ORGON;PAL EUROPE;-91;Non;2024-03-31
133;EUROPE;PRIMEVER EUROPE AGEN;PRA FEILLENS;PAL EUROPE;0;Oui;2023-12-31
134;EUROPE;PRIMEVER EUROPE AGEN;PRA LYON;PAL EUROPE;0;Oui;2023-12-31
135;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER IDF LOGISTIQUE RUNGIS;PAL EUROPE;-13;Oui;2023-12-31
136;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-163;Non;2024-03-31
137;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;29;Non;2024-03-31
138;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER ORLEANS;PAL EUROPE;-115;Non;2024-03-31
139;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER PERPIGNAN 1;PAL EUROPE;0;Oui;2023-12-31
140;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER PERPIGNAN 5;PAL EUROPE;-37;Non;2024-03-31
141;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-69;Non;2024-03-31
142;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER TROYES;PAL EUROPE;-42;Non;2024-03-31
143;EUROPE;PRIMEVER EUROPE AGEN;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;-118;Non;2024-03-31
144;EUROPE;PRIMEVER EUROPE AGEN;PTI AGEN;PAL EUROPE;0;Oui;2023-12-31
145;EUROPE;PRIMEVER EUROPE AGEN;PTSO MOISSAC;PAL EUROPE;-2;Oui;2024-02-29
146;EUROPE;PRIMEVER EUROPE AGEN;SATAR AGEN PRIMEUR;PAL EUROPE;-1;Non;2023-12-31
147;EUROPE;PRIMEVER EUROPE AGEN;SATAR MOISSAC;PAL EUROPE;-419;Non;2024-03-31
148;EUROPE;PRIMEVER EUROPE AGEN;SATAR SAMAZAN;PAL EUROPE;-351;Non;2024-03-31
149;EUROPE;PRIMEVER EUROPE AGEN;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;-168;Non;2024-03-31
150;EUROPE;PRIMEVER EUROPE AGEN;SERRES ET PILAIRE PERPIGNAN;PAL EUROPE;-30;Non;2024-03-31
151;EUROPE;PRIMEVER EUROPE AGEN;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;2;Non;2024-03-31
152;FTL;FTL LE CRES;PLM MONTPELLIER;PAL EUROPE;357;Oui;2024-04-30
153;FTL;FTL LE CRES;PLM PLAN D'ORGON;PAL EUROPE;2425;Oui;2024-04-30
154;FTL;FTL LE CRES;SATAR MOISSAC;PAL EUROPE;967;Non;2024-03-31
155;FTL;FTL LE CRES;TMF BEZIERS;PAL EUROPE;473;Non;2024-03-31
156;FTL;FTL LE CRES;TMF ESTILLAC;PAL EUROPE;33;Oui;2024-03-31
157;FTL;FTL LE CRES;TMF LE CRES;PAL EUROPE;-446;Non;2024-04-20
158;FTL;FTL LE CRES;TMF PLAN D'ORGON;PAL EUROPE;-538;Non;2024-03-31
159;FTL;PTI AGEN;;PAL DUSS;0;Oui;2024-02-29
160;FTL;PTI AGEN;GUIDEZ MONCHY LE PREUX;PAL DUSS;0;Oui;2024-03-31
161;FTL;PTI AGEN;;PAL EUROPE;-20;Non;2023-08-31
162;FTL;PTI AGEN;;PAL EUROPE;-4;Oui;2024-04-30
163;FTL;PTI AGEN;GUIDEZ MONCHY LE PREUX;PAL EUROPE;-87;Non;2024-03-31
164;FTL;PTI AGEN;PATL ALLONNES;PAL EUROPE;9;Non;2023-08-31
165;FTL;PTI AGEN;PATL REZE;PAL EUROPE;-12;Oui;2023-12-31
166;FTL;PTI AGEN;PLM MONTPELLIER;PAL EUROPE;0;Oui;2024-02-23
167;FTL;PTI AGEN;PLM PLAN D'ORGON;PAL EUROPE;-169;Oui;2024-04-30
168;FTL;PTI AGEN;PRA LYON;PAL EUROPE;-9;Oui;2023-12-31
169;FTL;PTI AGEN;PRIMEVER IDF RUNGIS (GST);PAL EUROPE;-447;Non;2023-10-31
170;FTL;PTI AGEN;PRIMEVER LIMOUSIN DONZENAC;PAL EUROPE;-53;Non;2023-09-30
171;FTL;PTI AGEN;PRIMEVER PERPIGNAN 1;PAL EUROPE;207;Non;2023-09-30
172;FTL;PTI AGEN;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-1031;Oui;2024-04-30
173;FTL;PTI AGEN;PRIMEVER TOURS;PAL EUROPE;0;Oui;2023-03-31
174;FTL;PTI AGEN;PRIMEVER VDR CHATEAUNEUF SUR ISERE;PAL EUROPE;0;Oui;2023-09-30
175;FTL;PTI AGEN;PTSO MOISSAC;PAL EUROPE;-136;Non;2023-09-30
176;FTL;PTI AGEN;SATAR AGEN LOGISTIQUE;PAL EUROPE;0;Non;2024-03-31
177;FTL;PTI AGEN;SATAR BORDEAUX;PAL EUROPE;-87;Non;2023-04-30
178;FTL;PTI AGEN;SATAR MOISSAC;PAL EUROPE;86;Non;2023-12-31
179;FTL;PTI AGEN;SATAR SAMAZAN;PAL EUROPE;-1391;Non;2024-02-29
180;FTL;PTI AGEN;TMF BEZIERS;PAL EUROPE;436;Non;2023-11-30
181;FTL;PTI AGEN;TMF ESTILLAC;PAL EUROPE;-3510;Non;2023-01-02
182;FTL;PTI AGEN;TMF LE CRES;PAL EUROPE;-114;Non;2023-04-30
183;FTL;PTI AGEN;TMF PLAN D'ORGON;PAL EUROPE;-54;Non;2023-05-31
184;FTL;PTI AGEN;TRAFIBA ST GEOURS DE MAREMME;PAL EUROPE;21;Non;2023-12-08
185;FTL;TMF BEZIERS;PRA LYON;PAL DUSS;0;Oui;2023-12-31
186;FTL;TMF BEZIERS;PRIMEVER IDF RUNGIS (GST);PAL DUSS;0;Oui;2024-01-31
187;FTL;TMF BEZIERS;;PAL EUROPE;0;Oui;2023-11-30
188;FTL;TMF BEZIERS;FTL LE CRES;PAL EUROPE;-559;Non;2024-03-31
189;FTL;TMF BEZIERS;GUIDEZ MONCHY LE PREUX;PAL EUROPE;62;Oui;2023-11-30
190;FTL;TMF BEZIERS;PATL ALLONNES;PAL EUROPE;64;Oui;2023-10-31
191;FTL;TMF BEZIERS;PATL REZE;PAL EUROPE;-16;Oui;2023-11-30
192;FTL;TMF BEZIERS;PLM MONTPELLIER;PAL EUROPE;0;Oui;2024-03-31
193;FTL;TMF BEZIERS;PLM PLAN D'ORGON;PAL EUROPE;302;Oui;2024-04-30
194;FTL;TMF BEZIERS;PRA FEILLENS;PAL EUROPE;-8;Oui;2023-11-30
195;FTL;TMF BEZIERS;PRIMEVER NORMANDIE ST AMAND;PAL EUROPE;-13;Oui;2024-03-31
196;FTL;TMF BEZIERS;PRIMEVER PERPIGNAN 1;PAL EUROPE;316;Oui;2024-03-31
197;FTL;TMF BEZIERS;PRIMEVER PERPIGNAN 5;PAL EUROPE;63;Non;2024-03-31
198;FTL;TMF BEZIERS;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-423;Oui;2024-04-30
199;FTL;TMF BEZIERS;PRIMEVER TOULOUSE;PAL EUROPE;0;Oui;2024-03-31
200;FTL;TMF BEZIERS;PTI AGEN;PAL EUROPE;-431;Non;2023-11-30
201;FTL;TMF BEZIERS;SATAR MOISSAC;PAL EUROPE;60;Non;2023-11-30
202;FTL;TMF BEZIERS;SATAR SAMAZAN;PAL EUROPE;153;Non;2024-03-31
203;FTL;TMF BEZIERS;SERRES ET PILAIRE CHÂTEAURENARD;PAL EUROPE;-115;Oui;2024-04-30
204;FTL;TMF BEZIERS;TMF ESTILLAC;PAL EUROPE;-293;Non;2024-01-31
205;FTL;TMF BEZIERS;TMF LE CRES;PAL EUROPE;0;Oui;2024-02-29
206;FTL;TMF BEZIERS;TMF MALATAVERNE;PAL EUROPE;1250;Non;2024-01-31
207;FTL;TMF BEZIERS;TMF ORMES;PAL EUROPE;0;Oui;2024-03-31
208;FTL;TMF BEZIERS;TMF PERPIGNAN;PAL EUROPE;0;Oui;2024-01-31
209;FTL;TMF BEZIERS;TMF PLAN D'ORGON;PAL EUROPE;0;Oui;2023-11-30
210;FTL;TMF BEZIERS;TMF TOURS;PAL EUROPE;0;Oui;2024-04-30
211;FTL;TMF ESTILLAC;FTL LE CRES;PAL EUROPE;-33;Oui;2024-03-31
212;FTL;TMF ESTILLAC;PATL ALLONNES;PAL EUROPE;-51;Oui;2023-12-31
213;FTL;TMF ESTILLAC;PATL REZE;PAL EUROPE;-1;Oui;2023-12-31
214;FTL;TMF ESTILLAC;PLM MONTPELLIER;PAL EUROPE;0;Oui;2023-05-31
215;FTL;TMF ESTILLAC;PLM PLAN D'ORGON;PAL EUROPE;-161;Oui;2024-03-31
216;FTL;TMF ESTILLAC;PRA FEILLENS;PAL EUROPE;-2;Oui;2023-08-31
217;FTL;TMF ESTILLAC;PRIMEVER PERPIGNAN 1;PAL EUROPE;20;Oui;2024-04-30
218;FTL;TMF ESTILLAC;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-439;Oui;2024-04-30
219;FTL;TMF ESTILLAC;PRIMEVER TOULOUSE;PAL EUROPE;-18;Oui;2024-03-31
220;FTL;TMF ESTILLAC;PRIMEVER TOURS;PAL EUROPE;-1;Oui;2023-12-31
221;FTL;TMF ESTILLAC;PTI AGEN;PAL EUROPE;1791;Non;2023-12-31
222;FTL;TMF ESTILLAC;SATAR AGEN PRIMEUR;PAL EUROPE;-7;Oui;2024-02-29
223;FTL;TMF ESTILLAC;SATAR BORDEAUX;PAL EUROPE;-9;Oui;2023-03-31
224;FTL;TMF ESTILLAC;SATAR MOISSAC;PAL EUROPE;-56;Non;2024-01-31
225;FTL;TMF ESTILLAC;SATAR SAMAZAN;PAL EUROPE;930;Non;2024-03-31
226;FTL;TMF ESTILLAC;TMF BEZIERS;PAL EUROPE;-681;Oui;2024-04-30
227;FTL;TMF ESTILLAC;TMF LE CRES;PAL EUROPE;-9830;Oui;2024-04-30
228;FTL;TMF ESTILLAC;TMF MALATAVERNE;PAL EUROPE;2;Oui;2023-12-31
229;FTL;TMF ESTILLAC;TMF ORMES;PAL EUROPE;33;Oui;2023-10-31
230;FTL;TMF ESTILLAC;TMF PERPIGNAN;PAL EUROPE;0;Oui;2024-04-30
231;FTL;TMF ESTILLAC;TMF PLAN D'ORGON;PAL EUROPE;-9883;Oui;2024-04-30
232;FTL;TMF LE CRES;FTL LE CRES;PAL EUROPE;446;Non;2024-03-31
233;FTL;TMF LE CRES;PLM MONTPELLIER;PAL EUROPE;14;Non;2024-03-31
234;FTL;TMF LE CRES;PLM PLAN D'ORGON;PAL EUROPE;1199;Non;2024-03-31
235;FTL;TMF LE CRES;PRA FEILLENS;PAL EUROPE;5;Oui;2023-07-31
236;FTL;TMF LE CRES;PRA LYON;PAL EUROPE;0;Oui;2024-03-31
237;FTL;TMF LE CRES;PRIMEVER PROVENCE CHATEAURENARD;PAL EUROPE;-14;Non;2024-03-31
238;FTL;TMF LE CRES;PTI AGEN;PAL EUROPE;142;Non;2023-05-25
239;FTL;TMF LE CRES;SATAR SAMAZAN;PAL EUROPE;695;Non;2023-07-31
240;FTL;TMF LE CRES;TMF BEZIERS;PAL EUROPE;0;Oui;2024-03-31
241;FTL;TMF LE CRES;TMF ORMES;PAL EUROPE;22;Non;2024-01-31
242;FTL;TMF MALATAVERNE;PLM PLAN D'ORGON;PAL EUROPE;25;Oui;2024-03-31
243;FTL;TMF MALATAVERNE;PRA FEILLENS;PAL EUROPE;-4;Non;2024-02-29
244;FTL;TMF MALATAVERNE;PRA LYON;PAL EUROPE;-47;Non;2024-03-31
